"planet","house","sign","bg","en"
"ketu","1","taurus","Издържате дълго на едно място и това ви идва даром. Стоенето вече не ви носи. Помръднете едно нещо.","You can hold one place for a long time and it comes free to you. Staying no longer pays you. Shift one thing."
"ketu","1","gemini","Обяснявате себе си бързо и убедително. Обяснението вече ви пази от близост. Кажете едно нещо просто.","You explain yourself fast and convincingly. The explaining now protects you from closeness. Say one thing plainly."
"ketu","1","cancer","Усещате стаята веднага и се пригаждате. Това умение ви изяжда. Останете си свой веднъж.","You read the room at once and adjust. That skill is eating you. Stay yourself once."
"ketu","1","leo","Умеете да заемете сцената без усилие. Вниманието ви идва даром и вече не храни. Постойте отстрани.","You can take the stage without effort. Attention comes free to you and no longer feeds. Stand aside a while."
"ketu","1","virgo","Виждате всеки недостатък у себе си и то е стар навик. Строгостта вече не помага. Кажете си едно добро.","You see every flaw in yourself and it is an old habit. The strictness no longer helps. Say one good thing to yourself."
"ketu","1","libra","Пригаждате се към всеки и никой не се оплаква от вас. Точно това ви губи. Кажете едно свое желание.","You adjust to everybody and nobody complains about you. That is exactly what loses you. Say one wish of your own."
"ketu","1","scorpio","Умеете да не показвате нищо и това ви е пазило. Затварянето вече е самотата ви. Отворете едно нещо.","You can show nothing and it has protected you. The closing up is now your loneliness. Open one thing."
"ketu","1","sagittarius","Умеете да убеждавате с размах и ви вярват. Обещанието вече ви тежи. Кажете едно по-малко.","You can convince with a sweep and people believe you. The promise now weighs on you. Say one less."
"ketu","1","capricorn","Държите се сериозно от дете и това ви е даром. Тежестта вече не ви трябва цялата. Бъдете лек един ден.","You have carried yourself seriously since childhood and it comes free. You no longer need all that weight. Be light for one day."
"ketu","1","aquarius","Умеете да сте различен и то не ви струва нищо. Различието вече е стена. Приличайте на някого веднъж.","You can be different and it costs you nothing. The difference is now a wall. Resemble somebody once."
"ketu","1","pisces","Разтваряте се в другите без усилие. Меката граница вече ви пилее. Кажете едно ясно не.","You dissolve into others without effort. The soft edge now scatters you. Say one clear no."
"ketu","2","aries","Умеете да си вземете своето и това ви идва даром. Взимането вече не ви носи. Дайте едно нещо.","You know how to take what is yours and it comes free. Taking no longer pays you. Give one thing."
"ketu","2","taurus","Умеете да държите и да не пускате. Държенето вече е тежест. Оставете едно нещо.","You know how to hold and not let go. Holding is now a weight. Let one thing go."
"ketu","2","gemini","Умеете да намерите откъде да влязат пари. Двете неща вече ви пилеят. Изберете едното.","You know how to find where money comes in. The two things now scatter you. Choose one."
"ketu","2","cancer","Пестите от страх, който сте наследил. Запасът вече не ви успокоява. Похарчете едно нещо.","You save out of an inherited fear. The reserve no longer calms you. Spend one thing."
"ketu","2","leo","Умеете да живеете скъпо и това ви идва лесно. Показното вече не ви радва. Купете нещо тихо.","You know how to live expensively and it comes easily. Display no longer gladdens you. Buy something quiet."
"ketu","2","virgo","Броите всичко до стотинка и никога не грешите. Броенето вече ви яде деня. Оставете едно перо.","You count everything to the coin and never err. Counting now eats your day. Leave one line."
"ketu","2","libra","Умеете да не спорите за пари и всички ви харесват. Отстъпването вече ви струва. Кажете числото.","You know how not to argue about money and everybody likes you. Giving way now costs you. Say the number."
"ketu","2","scorpio","Умеете да живеете с чужди ресурси. Зависимостта вече ви тежи. Направете едно свое.","You know how to live on other people's resources. The dependency now weighs. Make one thing your own."
"ketu","2","sagittarius","Вярвате, че ще дойде, и досега е идвало. Тази вяра вече не стига. Направете една сметка.","You believe it will come, and so far it has. That belief is no longer enough. Do one calculation."
"ketu","2","capricorn","Умеете да си отказвате всичко. Отказът вече не е добродетел. Купете едно нещо за себе си.","You know how to refuse yourself everything. The refusing is no longer a virtue. Buy one thing for yourself."
"ketu","2","aquarius","Умеете да изкарвате от необичайното. Странното вече не ви храни само. Дръжте един стабилен приход.","You know how to earn from the unusual. The odd no longer feeds you on its own. Keep one stable income."
"ketu","2","pisces","Умеете да живеете, без да гледате числата. Мъглата вече ви коства. Погледнете сметката веднъж.","You know how to live without looking at the numbers. The fog now costs you. Look at the account once."
"ketu","3","aries","Отговаряте бързо и остро, и това ви е даром. Бързият отговор вече ви губи хора. Изчакайте едно дишане.","You answer fast and sharply and it comes free. The quick answer now loses you people. Wait one breath."
"ketu","3","taurus","Умеете да мълчите и да не се обяснявате. Мълчанието вече ви изолира. Кажете едно изречение.","You know how to stay silent and not explain. The silence now isolates you. Say one sentence."
"ketu","3","gemini","Умеете да говорите за всичко с всеки. Приказката вече ви пилее. Мълчете една вечер.","You know how to talk about anything with anybody. The talk now scatters you. Stay quiet one evening."
"ketu","3","cancer","Помните всеки тон от старите разговори. Паметта вече ви тежи. Оставете една обида.","You remember every tone from the old conversations. The memory now weighs. Let one offence go."
"ketu","3","leo","Умеете да разказвате и стаята ви слуша. Разказът вече ви замества. Кажете нещо просто.","You know how to tell it and the room listens. The telling now stands in for you. Say something plain."
"ketu","3","virgo","Обяснявате прецизно и не оставяте съмнение. Подробността вече уморява. Спрете при третото изречение.","You explain precisely and leave no doubt. The detail now tires. Stop at the third sentence."
"ketu","3","libra","Умеете да казвате всичко така, че никой да не се обиди. Учтивостта вече ви струва. Кажете едното направо.","You know how to say everything so nobody takes offence. Politeness now costs you. Say the one thing directly."
"ketu","3","scorpio","Умеете да питате, докато не се отвори. Разследването вече ви пречи. Спрете при второто питане.","You know how to ask until it opens. The investigating now gets in your way. Stop at the second question."
"ketu","3","sagittarius","Умеете да говорите на едро и убедително. Замахът вече ви тежи. Кажете едно конкретно нещо.","You know how to talk in broad strokes and convince. The sweep now weighs. Say one concrete thing."
"ketu","3","capricorn","Умеете да казвате малко и точно. Пестеливостта вече ви изолира. Кажете едно нещо повече.","You know how to say little and precisely. Being sparing now isolates you. Say one thing more."
"ketu","3","aquarius","Умеете да казвате неудобното и не ви е страх. Изпреварването вече ви коства. Мълчете една вечер.","You know how to say the awkward thing and are not afraid. Being ahead now costs you. Stay quiet one evening."
"ketu","3","pisces","Разбирате какво иска да каже човекът и отговаряте на това. Отгатването вече бърка. Питайте с думи.","You understand what somebody means and answer that. The guessing now goes wrong. Ask in words."
"ketu","4","aries","Умеете да се вдигнете и да тръгнете. Тръгването вече е бягство. Останете една година.","You know how to get up and go. The going is now escape. Stay one year."
"ketu","4","taurus","Умеете да останете на едно място десетилетия. Стоенето вече не ви расте. Помръднете едно нещо.","You know how to stay in one place for decades. Staying no longer grows you. Shift one thing."
"ketu","4","gemini","Умеете да живеете навсякъде и да си тръгнете леко. Лекотата вече е самота. Останете и пуснете корен.","You know how to live anywhere and leave lightly. The lightness is now loneliness. Stay and put down a root."
"ketu","4","cancer","Умеете да се грижите за всички у дома. Грижата вече ви изяжда. Оставете една задача на друг.","You know how to look after everybody at home. The care now eats you. Leave one task to somebody else."
"ketu","4","leo","Умеете да направите дома си да се вижда. Показното вече не ви топли. Направете една стая само за живот.","You know how to make your home visible. Display no longer warms you. Make one room only for living."
"ketu","4","virgo","Оправяте къщата безупречно и никога не свършва. Редът вече ви е клетка. Оставете едно нещо.","You keep the house immaculate and it never ends. Order is now a cage. Leave one thing."
"ketu","4","libra","Умеете да пазите мира вкъщи с отстъпване. Мирът вече ви струва. Кажете едно свое условие.","You know how to keep the peace at home by giving way. The peace now costs you. State one condition of your own."
"ketu","4","scorpio","Умеете да мълчите за това, което всички знаят. Мълчанието вече тежи на всички. Наречете го веднъж.","You know how to keep quiet about what everybody knows. The silence now weighs on everybody. Name it once."
"ketu","4","sagittarius","Умеете да сте у дома навсякъде по света. Широтата вече ви оставя без основа. Изберете едно място.","You know how to be at home anywhere in the world. The breadth now leaves you with no base. Choose one place."
"ketu","4","capricorn","Носите дома от рано и никой не пита. Носенето вече не е ваше задължение. Оставете една част.","You have carried the home since early and nobody asks. The carrying is no longer your duty. Put one part down."
"ketu","4","aquarius","Умеете да живеете иначе от всички. Различието вече ви отделя. Пуснете един човек вътре.","You know how to live differently from everybody. The difference now separates you. Let one person in."
"ketu","4","pisces","Усещате къщата с тялото си и това ви идва даром. Усещането вече ви заключва вътре. Излезте един ден.","You feel the house in your body and it comes free. The feeling now locks you inside. Go out for one day."
"ketu","5","aries","Умеете да започвате и това ви идва даром. Началото вече не стига. Довършете едно нещо.","You know how to begin and it comes free. The beginning is no longer enough. Finish one thing."
"ketu","5","taurus","Умеете да правите бавно и трайно. Бавността вече ви задържа. Пуснете едно нещо навън.","You know how to work slowly and lastingly. The slowness now holds you back. Let one thing out."
"ketu","5","gemini","Измисляте лесно и много. Идеите вече ви пилеят. Изберете едно и го направете.","You invent easily and abundantly. The ideas now scatter you. Choose one and make it."
"ketu","5","cancer","Умеете да се грижите и да радвате. Грижата вече е вместо вашето. Направете едно за себе си.","You know how to care for people and gladden them. The caring now stands in for what is yours. Make one for yourself."
"ketu","5","leo","Умеете да сте видим и да ви ръкопляскат. Аплаузът вече не храни. Направете едно нещо без публика.","You know how to be visible and applauded. The applause no longer feeds. Make one thing with no audience."
"ketu","5","virgo","Изпипвате всичко до последното. Съвършенството вече ви спира. Пуснете едно при девет от десет.","You perfect everything to the last. Perfection now stops you. Release one at nine out of ten."
"ketu","5","libra","Умеете да правите с друг и да отстъпите. Отстъпването вече ви изтрива. Направете едно ваше.","You know how to make things with somebody and to give way. Giving way now erases you. Make one that is yours."
"ketu","5","scorpio","Умеете да обичате докрай и да не пускате. Дълбочината вече ви изморява. Позволете си нещо леко.","You know how to love completely and not let go. The depth now tires you. Allow yourself something light."
"ketu","5","sagittarius","Умеете да замисляте огромно. Замисълът вече не се превръща в нещо. Направете първата страница.","You know how to conceive it huge. The conception no longer turns into anything. Do the first page."
"ketu","5","capricorn","Умеете да работите с години върху едно. Търпението вече е отлагане. Дайте му дата.","You know how to work on one thing for years. The patience is now postponement. Give it a date."
"ketu","5","aquarius","Умеете да правите различно от всички. Различието вече ви оставя сам. Направете едно разбираемо.","You know how to make it unlike everybody. The difference now leaves you alone. Make one that is understandable."
"ketu","5","pisces","Живеете в измисленото и там ви е хубаво. Мечтата вече измества правенето. Направете едно истинско.","You live in the imagined and it is good there. The dream now displaces the making. Make one real thing."
"ketu","6","aries","Умеете да работите бързо и без почивка. Темпото вече ви струва тялото. Спрете един час днес.","You know how to work fast and without rest. The pace now costs you your body. Stop for one hour today."
"ketu","6","taurus","Умеете да издържате едно и също с години. Издържането вече не ви расте. Сменете една задача.","You know how to endure the same thing for years. Enduring no longer grows you. Change one task."
"ketu","6","gemini","Умеете да въртите две задачи наведнъж. Двете вече ви разсейват. Затворете едната.","You know how to run two tasks at once. The two now distract you. Close one."
"ketu","6","cancer","Умеете да се грижите за всички на работа. Грижата вече ви изяжда деня. Откажете едно.","You know how to look after everybody at work. The caring now eats your day. Refuse one."
"ketu","6","leo","Умеете да работите така, че да се вижда. Погледът вече не ви носи. Свършете едно тихо.","You know how to work so it shows. The looking no longer pays you. Finish one quietly."
"ketu","6","virgo","Виждате всяка грешка и я поправяте. Поправянето вече ви изяжда. Оставете едно.","You see every mistake and fix it. The fixing now eats you. Leave one."
"ketu","6","libra","Умеете да работите с всеки без спор. Мирът вече ви струва условия. Кажете едно ваше.","You know how to work with anybody without argument. The peace now costs you conditions. State one of yours."
"ketu","6","scorpio","Умеете да влизате в тежката част. Тежкото вече не ви носи нищо ново. Оставете едно на друг.","You know how to go into the hard part. The hard no longer brings you anything new. Leave one to somebody else."
"ketu","6","sagittarius","Умеете да работите в движение и на много места. Пътят вече ви пилее. Останете едно място.","You know how to work on the move and in many places. The road now scatters you. Stay in one place."
"ketu","6","capricorn","Умеете да носите товар без оплакване. Носенето вече не е добродетел. Кажете спирачката.","You know how to carry a load without complaint. The carrying is no longer a virtue. Say the word stop."
"ketu","6","aquarius","Умеете да правите нещата иначе. Различният начин вече ви изолира. Направете едно както се очаква.","You know how to do things differently. The different way now isolates you. Do one as expected."
"ketu","6","pisces","Умеете да търпите и да не казвате. Търпението вече е в тялото ви. Кажете го днес.","You know how to endure and not say. The enduring is now in your body. Say it today."
"ketu","7","aries","Умеете да тръгнете пръв и да не гледате назад. Тръгването вече ви оставя сам. Останете един път.","You know how to leave first and not look back. The leaving now leaves you alone. Stay once."
"ketu","7","taurus","Умеете да останете дълго до един човек. Оставането вече не е избор, а навик. Проверете дали го искате.","You know how to stay a long time beside one person. The staying is now habit rather than choice. Check whether you want it."
"ketu","7","gemini","Умеете да поддържате разговор с всеки. Приказката вече замества близостта. Кажете едно истинско нещо.","You know how to keep a conversation with anybody. The talk now stands in for closeness. Say one true thing."
"ketu","7","cancer","Умеете да се грижите за човека до вас. Грижата вече е вместо равенство. Поискайте нещо.","You know how to look after the person beside you. The caring now stands in for equality. Ask for something."
"ketu","7","leo","Умеете да сте забелязан от двамата. Вниманието вече не топли. Питайте го какво иска той.","You know how to be the noticed one of the two. The attention no longer warms. Ask what they want."
"ketu","7","virgo","Виждате какво не е наред и го казвате полезно. Поправянето вече дразни. Оставете едно.","You see what is off and say it usefully. The correcting now grates. Leave one."
"ketu","7","libra","Умеете да се пригодите към всеки партньор. Пригаждането вече ви изтрива. Кажете едно свое условие.","You know how to fit any partner. The fitting now erases you. State one condition of your own."
"ketu","7","scorpio","Умеете да проверявате човека дълго. Проверката вече ви пази от близост. Дайте едно доверие.","You know how to test somebody for a long time. The testing now keeps closeness away. Give one trust."
"ketu","7","sagittarius","Умеете да обещавате широко в началото. Обещанието вече ви тежи. Кажете едно по-малко.","You know how to promise widely at the start. The promise now weighs. Say one less."
"ketu","7","capricorn","Умеете да носите обещание с години. Носенето вече не е обич. Проверете кое от двете е.","You know how to carry a promise for years. The carrying is no longer love. Check which of the two it is."
"ketu","7","aquarius","Умеете да оставите на другия въздух. Свободата вече е разстояние. Приближете се веднъж.","You know how to leave the other air. The freedom is now distance. Come closer once."
"ketu","7","pisces","Умеете да усетите другия без думи. Отгатването вече бърка. Питайте с думи.","You know how to sense the other without words. The guessing now goes wrong. Ask in words."
"ketu","8","aries","Умеете да влезете в кризата пръв. Влизането вече ви изпразва. Пропуснете едно.","You know how to go into the crisis first. Going in now empties you. Skip one."
"ketu","8","taurus","Умеете да пазите и да не пускате. Пазенето вече ви тежи. Оставете едно нещо.","You know how to guard and not release. Guarding now weighs on you. Let one thing go."
"ketu","8","gemini","Умеете да разберете чуждите сметки. Знанието вече ви прави чужд длъжник. Откажете една услуга.","You know how to understand other people's accounts. The knowledge now makes you somebody's debtor. Refuse one favour."
"ketu","8","cancer","Умеете да носите чужда загуба. Носенето вече не е ваше. Оставете я на прага.","You know how to carry somebody else's loss. The carrying is no longer yours. Leave it at the door."
"ketu","8","leo","Умеете да разказвате преживяното. Разказът вече ви държи там. Оставете една история непозната.","You know how to tell what you lived through. The telling now keeps you there. Leave one story untold."
"ketu","8","virgo","Умеете да приключвате чуждото до последното. Приключването вече ви яде годините. Дайте му дата.","You know how to close other people's affairs to the last. The closing now eats your years. Give it a date."
"ketu","8","libra","Умеете да делите справедливо и да мълчите. Мълчанието вече ви струва. Кажете сметката.","You know how to divide fairly and stay silent. The silence now costs you. Say the reckoning."
"ketu","8","scorpio","Тук всичко е на място: издържате тежкото по-добре от всеки. Издържането вече не ви учи. Само поискайте помощ.","Here everything sits in place: you endure the heavy thing better than anybody. Enduring no longer teaches you. Just ask for help."
"ketu","8","sagittarius","Умеете да намерите смисъл във всяка загуба. Смисълът вече е бягство от скръбта. Дайте ѝ един ден.","You know how to find meaning in every loss. The meaning is now escape from the grief. Give it one day."
"ketu","8","capricorn","Умеете да изплащате всичко до края. Дългът вече не е ваш. Проверете чий е.","You know how to settle everything to the end. The debt is no longer yours. Check whose it is."
"ketu","8","aquarius","Умеете да гледате края спокойно. Спокойствието вече е дистанция. Позволете си да ви заболи.","You know how to look at endings calmly. The calm is now distance. Allow yourself to hurt."
"ketu","8","pisces","Усещате чуждата болка веднага и я поемате. Поемането вече ви изпразва. Питайте се чие е.","You feel other people's pain at once and take it on. The taking on now empties you. Ask yourself whose it is."
"ketu","9","aries","Умеете да тръгнете, когато стане тясно. Тръгването вече е бягство. Останете и вижте.","You know how to leave when it gets tight. The leaving is now escape. Stay and see."
"ketu","9","taurus","Умеете да държите едно убеждение с десетилетия. Убеждението вече не се проверява. Проверете едно негово твърдение.","You know how to hold one conviction for decades. The conviction goes untested now. Check one of its claims."
"ketu","9","gemini","Знаете по малко от всичко. Разпилените знания вече не ви носят. Изберете едно и копайте.","You know a little of everything. The scattered knowledge no longer pays you. Choose one and dig."
"ketu","9","cancer","Носите вярата на рода си. Тя вече не е ваша. Проверете кое от нея държи.","You carry your family's faith. It is no longer yours. Check which part of it holds."
"ketu","9","leo","Умеете да убеждавате и хората ви следват. Убедеността вече не е знание. Признайте едно незнание.","You know how to convince and people follow. Conviction is not knowledge. Admit one thing you do not know."
"ketu","9","virgo","Умеете да проверявате всичко. Съмнението вече ви спира. Приемете едно нещо без доказателство.","You know how to check everything. Doubt now stops you. Accept one thing without proof."
"ketu","9","libra","Умеете да чуете всяка страна. Равновесието вече е избягване. Изберете една позиция.","You know how to hear every side. The balance is now avoidance. Choose one position."
"ketu","9","scorpio","Умеете да стигате до дъното на всяко учение. Дълбочината вече ви изолира. Обяснете едно просто.","You know how to reach the bottom of any teaching. The depth now isolates you. Explain one thing plainly."
"ketu","9","sagittarius","Тук всичко е на място: далечното и голямото ви идват даром. Учението вече не е ново. Само направете нещо с него.","Here everything sits in place: the far and the large come free to you. The learning is no longer new. Just do something with it."
"ketu","9","capricorn","Умеете да учите бавно и без прескачане. Бавността вече е отлагане. Дайте му дата.","You know how to learn slowly and without skipping. The slowness is now postponement. Give it a date."
"ketu","9","aquarius","Умеете да мислите различно от всички. Различието вече ви оставя без събеседник. Обяснете едно просто.","You know how to think differently from everybody. The difference now leaves you with nobody to talk to. Explain one thing plainly."
"ketu","9","pisces","Умеете да вярвате без доказателство. Вярата вече не се проверява от нищо. Стъпете на едно конкретно.","You know how to believe without proof. The faith is now checked by nothing. Stand on one concrete thing."
"ketu","10","aries","Умеете да пробивате отпред. Пробиването вече не ви носи ново. Оставете едно място на друг.","You know how to push through at the front. Pushing no longer brings you anything new. Leave one position to somebody else."
"ketu","10","taurus","Умеете да стоите на едно място с години. Стоенето вече не расте. Поискайте промяна.","You know how to hold one position for years. Holding no longer grows. Ask for a change."
"ketu","10","gemini","Умеете да говорите пред хора. Речта вече замества направеното. Свършете едно нещо.","You know how to speak in public. The speech now stands in for the doing. Finish one thing."
"ketu","10","cancer","Умеете да сте човекът, на когото се разчита. Разчитането вече ви изяжда. Кажете едно не.","You know how to be the one relied on. Being relied on now eats you. Say one no."
"ketu","10","leo","Умеете да бъдете видим и признат. Признанието вече не топли. Направете едно нещо тихо.","You know how to be visible and recognised. Recognition no longer warms. Do one thing quietly."
"ketu","10","virgo","Умеете да работите безупречно. Безупречността вече ви спира. Пуснете едно на девет от десет.","You know how to work immaculately. The immaculate now stops you. Release one at nine out of ten."
"ketu","10","libra","Умеете да се разбирате с всеки. Съгласието вече ви струва мястото. Поискайте своето.","You know how to get on with anybody. Agreement now costs you the position. Ask for yours."
"ketu","10","scorpio","Умеете да носите тежкото пред хора. Тежестта вече не е ваша. Оставете една част.","You know how to carry the heavy thing in public. The weight is no longer yours. Put one part down."
"ketu","10","sagittarius","Умеете да обещавате широко пред хора. Обещанието вече ви тежи. Кажете едно по-малко.","You know how to promise widely in public. The promise now weighs. Say one less."
"ketu","10","capricorn","Умеете да носите отговорност от рано. Носенето вече не е ваш избор. Проверете дали още го искате.","You know how to carry responsibility from early on. The carrying is no longer your choice. Check whether you still want it."
"ketu","10","aquarius","Умеете да работите извън реда. Извънредното вече не се вижда като работа. Направете едно разбираемо.","You know how to work outside the order. The unconventional is no longer seen as work. Do one that is understandable."
"ketu","10","pisces","Умеете да работите за нещо, което не се обяснява. Неясното вече ви коства. Кажете го с прост пример.","You know how to work for something that does not explain itself. The vagueness now costs you. Say it with a plain example."
"ketu","11","aries","Умеете да влезете и да задвижите група. Задвижването вече не ви носи. Влезте и мълчете веднъж.","You know how to come in and set a group moving. The setting in motion no longer pays you. Come in and stay quiet once."
"ketu","11","taurus","Умеете да държите един кръг с години. Кръгът вече не расте. Влезте в един нов.","You know how to hold one circle for years. The circle no longer grows. Join a new one."
"ketu","11","gemini","Познавате всички и никой отблизо. Широкото вече не ви храни. Задълбочете едно приятелство.","You know everybody and nobody closely. The wide no longer feeds you. Deepen one friendship."
"ketu","11","cancer","Умеете да гощавате и подслонявате кръга. Грижата вече ви изяжда. Оставете една задача.","You know how to feed and shelter the circle. The caring now eats you. Leave one task."
"ketu","11","leo","Умеете да сте центърът на компанията. Центърът вече не топли. Постойте отстрани веднъж.","You know how to be the centre of the company. The centre no longer warms. Stand aside once."
"ketu","11","virgo","Умеете да вършите работата на групата. Работата вече ви е приета за даденост. Кажете кога спирате.","You know how to do the group's work. The work is now taken for granted. Say when you stop."
"ketu","11","libra","Умеете да държите мира в кръга. Мирът вече ви струва. Кажете едно свое условие.","You know how to keep the peace in the circle. The peace now costs you. State one condition of your own."
"ketu","11","scorpio","Умеете да пускате малцина и да им вярвате. Затвореният кръг вече ви стеснява. Пуснете един нов.","You know how to let few in and trust them. The closed circle now narrows you. Let one new person in."
"ketu","11","sagittarius","Умеете да събирате хора отвсякъде. Широтата вече е разпиляване. Изберете три имена.","You know how to gather people from everywhere. The breadth is now scattering. Choose three names."
"ketu","11","capricorn","Умеете да носите общото начинание. Носенето вече не е ваше задължение. Предайте една част.","You know how to carry the shared undertaking. The carrying is no longer your duty. Hand over one part."
"ketu","11","aquarius","Умеете да сте различен сред групата. Различието вече ви оставя отвън. Направете едно общо нещо.","You know how to be different in the group. The difference now leaves you outside. Do one shared thing."
"ketu","11","pisces","Умеете да усетите какво иска групата. Усещането вече ви разтваря в нея. Кажете какво искате вие.","You know how to sense what the group wants. The sensing now dissolves you into it. Say what you want."
"ketu","12","aries","Умеете да изчезнете, когато стане тежко. Изчезването вече е бягство. Останете един път.","You know how to disappear when it gets heavy. The disappearing is now escape. Stay once."
"ketu","12","taurus","Умеете да носите мълчаливо години наред. Носенето вече не е сила. Оставете едно нещо.","You know how to carry silently for years. The carrying is no longer strength. Put one thing down."
"ketu","12","gemini","Умеете да мислите сам и на тъмно. Мисленето вече замества казването. Кажете едно нещо на глас.","You know how to think alone and in the dark. The thinking now stands in for saying. Say one thing out loud."
"ketu","12","cancer","Умеете да поемате чуждото настроение. Поемането вече ви изпразва. Оставете го на прага.","You know how to take on other people's moods. The taking on now empties you. Leave it at the door."
"ketu","12","leo","Умеете да правите голямо и да не го обявявате. Скриването вече ви коства. Покажете едно нещо.","You know how to do something large and not announce it. The hiding now costs you. Show one thing."
"ketu","12","virgo","Умеете да работите невидимо и точно. Невидимостта вече не е скромност. Оставете подпис.","You know how to work invisibly and precisely. The invisibility is no longer modesty. Leave a signature."
"ketu","12","libra","Умеете да уреждате мира зад кулисите. Уреждането вече не се вижда като работа. Кажете какво правите.","You know how to settle the peace behind the scenes. The settling is no longer seen as work. Say what you do."
"ketu","12","scorpio","Умеете да пазите чужди тайни. Тайната вече не е ваша за пазене. Оставете една.","You know how to keep other people's secrets. The secret is no longer yours to keep. Put one down."
"ketu","12","sagittarius","Умеете да мечтаете подробно и без да тръгвате. Мечтата вече замества живота. Направете една стъпка.","You know how to dream in detail and never set off. The dream now stands in for living. Take one step."
"ketu","12","capricorn","Умеете да носите товар без свидетел. Товарът вече не е ваш. Проверете чий е.","You know how to carry a load with no witness. The load is no longer yours. Check whose it is."
"ketu","12","aquarius","Умеете да сте отделен от всички. Отделеността вече ви струва. Влезте в една стая с хора.","You know how to be apart from everybody. The apartness now costs you. Go into one room with people."
"ketu","12","pisces","Тук всичко е на място: тишината и вътрешното ви идват даром. Скритото вече не ви учи. Само излезте и го покажете.","Here everything sits in place: silence and the inner life come free to you. The hidden no longer teaches you. Just come out and show it."
"chiron","1","aries","Учили сте се да заемате място, защото рано са ви казали да не пречите. Затова умеете да правите смели хора. Кажете това на един от тях.","You learned to take up room because early on you were told not to be in the way. That is why you can make people brave. Say that to one of them."
"chiron","1","taurus","Съмнявали сте се, че имате право на нещо свое. Затова помагате на хора да си вземат своето. Признайте, че и вие сте се учил.","You doubted you had a right to anything of your own. That is why you help people take what is theirs. Admit you had to learn it too."
"chiron","1","gemini","Смятали са ви за много или за малко, и сте се преправял. Затова разпознавате кой се преправя. Кажете го внимателно.","You were considered too much or too little, and you rearranged yourself. That is why you recognise somebody doing the same. Say it carefully."
"chiron","1","cancer","Учили сте се сам да се утешавате. Затова хората идват при вас, когато им е тежко. Оставяйте и за себе си.","You learned to comfort yourself. That is why people come to you when things are hard. Leave something for yourself."
"chiron","1","leo","Крили сте се, за да не ви преценят. Затова умеете да извадите някого на светло. Излезте и вие веднъж.","You hid so as not to be judged. That is why you can bring somebody into the light. Step out yourself once."
"chiron","1","virgo","Мерили сте се с невъзможен стандарт. Затова знаете как да успокоите човек за грешката му. Кажете го и на себе си.","You measured yourself against an impossible standard. That is why you know how to settle somebody about a mistake. Say it to yourself too."
"chiron","1","libra","Учили сте се да сте удобен, за да не ви отхвърлят. Затова забелязвате кой се пригажда. Кажете едно свое желание.","You learned to be convenient so as not to be rejected. That is why you notice somebody adapting. Say one wish of your own."
"chiron","1","scorpio","Показвали сте малко, защото е било опасно. Затова хората ви се доверяват веднага. Отворете едно нещо.","You showed little because it was not safe. That is why people trust you at once. Open one thing."
"chiron","1","sagittarius","Обещавали сте повече, за да ви обичат. Затова разпознавате чуждото преувеличаване. Кажете едно скромно.","You promised more so you would be loved. That is why you recognise somebody exaggerating. Say one modest thing."
"chiron","1","capricorn","Пораснали сте по-рано от нужното. Затова умеете да носите и чуждото. Оставете едно нещо.","You grew up earlier than necessary. That is why you can carry other people's things too. Put one down."
